#,Title,Artist,Album,Source,Duration,Acousticness,Artist Country,Danceability,Energy,Explicit,Liveness,Genres,Popularity,Speechiness
1653,Work Song,Hozier,Hozier (Special Edition),My Saved Tracks,3:49,0.767,IE,0.532,0.389,No,0.112,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.077
1654,Like Real People Do,Hozier,Hozier (Special Edition),My Saved Tracks,3:18,0.920,IE,0.543,0.170,No,0.106,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.030
1655,It Will Come Back,Hozier,Hozier (Special Edition),My Saved Tracks,4:37,0.389,IE,0.336,0.445,No,0.152,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.043
1656,Foreigner's God,Hozier,Hozier (Special Edition),My Saved Tracks,3:45,0.136,IE,0.330,0.461,No,0.111,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.032
1657,Cherry Wine - Live,Hozier,Hozier (Special Edition),My Saved Tracks,4:00,0.954,IE,0.553,0.110,No,0.095,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.036
1658,In The Woods Somewhere,Hozier,Hozier (Special Edition),My Saved Tracks,5:31,0.761,IE,0.357,0.419,No,0.119,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.030
1659,Run,Hozier,Hozier (Special Edition),My Saved Tracks,4:14,0.561,IE,0.486,0.394,No,0.107,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.030
1660,Arsonist's Lullabye,Hozier,Hozier (Special Edition),My Saved Tracks,4:26,0.585,IE,0.362,0.421,No,0.122,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.042
1661,My Love Will Never Die,Hozier,Hozier (Special Edition),My Saved Tracks,3:55,0.876,IE,0.482,0.055,No,0.348,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.039
1662,From Eden - Live,Hozier,Hozier (Special Edition),My Saved Tracks,4:28,0.474,IE,0.398,0.802,No,0.889,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.042
1663,Jackie And Wilson - Live,Hozier,Hozier (Special Edition),My Saved Tracks,3:58,0.212,IE,0.254,0.799,No,0.953,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.043
1664,Someone New - Live,Hozier,Hozier (Special Edition),My Saved Tracks,4:20,0.706,IE,0.415,0.772,No,0.693,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.043
1665,Take Me To Church - Live,Hozier,Hozier (Special Edition),My Saved Tracks,4:20,0.324,IE,0.330,0.741,No,0.955,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.035
1666,Problem / Regulate - BBC Live Lounge / 2015,Hozier,Hozier (Special Edition),My Saved Tracks,3:34,0.548,IE,0.518,0.700,No,0.156,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.055
1667,Whole Lotta Love - The Dermot O'Leary Saturday Sessions Show / BBC Radio 2 / 2015,Hozier,Hozier (Special Edition),My Saved Tracks,3:02,0.634,IE,0.549,0.474,No,0.110,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.086
1668,Lay Me Down - BBC Live Lounge / 2015,Hozier,Hozier (Special Edition),My Saved Tracks,3:35,0.080,IE,0.639,0.788,No,0.084,"blues rock, pop soul, blues, indie rock, soul, rock, chamber pop, singer-songwriter, folk rock, pop, r&b, pop rock",0,0.095
1669,"Signe - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,3:29,0.374,GB,0.637,0.565,No,0.955,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.079
1670,Before You Accuse Me - 2013 Remaster,Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,3:59,0.674,GB,0.491,0.449,No,0.813,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.198
1671,"Hey Hey - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,3:46,0.644,GB,0.533,0.527,No,0.405,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.145
1672,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,4:40,0.800,GB,0.695,0.336,No,0.701,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.031
1673,"Nobody Knows You When You're Down and Out - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,3:55,0.271,GB,0.667,0.587,No,0.896,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.050
1674,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,4:49,0.321,GB,0.558,0.524,No,0.940,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.046
1675,"Running On Faith - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,6:30,0.218,GB,0.537,0.562,No,0.752,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.032
1676,"Walkin' Blues - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,3:36,0.742,GB,0.598,0.219,No,0.879,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.048
1677,"Alberta - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,3:38,0.182,GB,0.604,0.616,No,0.979,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.044
1678,"Malted Milk - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,3:37,0.814,GB,0.699,0.214,No,0.839,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.083
1679,"Old Love - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,7:51,0.300,GB,0.584,0.444,No,0.979,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.036
1680,"Rollin' & Tumblin' - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Unplugged (2013 Remaster),My Saved Tracks,4:08,0.027,GB,0.642,0.869,No,0.901,"blues rock, blues, rock, soft rock, electric blues, british rhythm & blues, pop rock",0,0.035
1681,"This Ole House - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,1:37,0.582,US,0.722,0.759,No,0.805,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.146
1682,"Announcements and Johnny Cash Intro from Hugh Cherry - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,1:03,0.882,US,0.430,0.652,No,0.959,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.922
1683,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:36,0.021,US,0.594,0.577,No,0.883,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.053
1684,"Dark as a Dungeon - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,3:07,0.754,US,0.529,0.322,No,0.908,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.142
1685,"I Still Miss Someone - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,1:36,0.135,US,0.587,0.320,No,0.556,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.032
1686,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:49,0.270,US,0.661,0.571,No,0.980,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.103
1687,"25 Minutes to Go - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:56,0.478,US,0.669,0.501,No,0.751,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.204
1688,"I'm Here to Get My Baby Out of Jail - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:22,0.615,US,0.426,0.437,No,0.491,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.511
1689,"Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,3:36,0.022,US,0.600,0.640,No,0.695,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.295
1690,"The Long Black Veil - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,3:43,0.880,US,0.401,0.268,No,0.203,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.537
1691,"The Wall - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,1:54,0.850,US,0.617,0.254,No,0.439,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.166
1692,"Dirty Old Egg-Suckin' Dog - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,1:17,0.862,US,0.471,0.311,No,0.676,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.199
1693,"Flushed from the Bathroom of Your Heart - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:24,0.804,US,0.538,0.226,No,0.678,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.095
1694,"Joe Bean - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:29,0.869,US,0.545,0.345,No,0.365,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.509
1695,"Jackson (with June Carter Cash) - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,3:27,0.307,US,0.639,0.568,No,0.679,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.212
1696,"I Got a Woman (with June Carter Cash) (with June Carter Cash) - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,4:37,0.489,US,0.554,0.703,No,0.828,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.383
1697,"The Legend of John Henry's Hammer - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,7:05,0.445,US,0.630,0.532,No,0.193,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.393
1698,"June's Poem - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,0:58,0.843,US,0.620,0.477,No,0.911,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.944
1699,"Green, Green Grass of Home - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,3:19,0.730,US,0.543,0.305,No,0.324,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.268
1700,"Closing Theme and Announcements - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,1:42,0.372,US,0.456,0.565,No,0.348,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.777
1701,"Opening Announcements from Hugh Cherry - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,1:16,0.865,US,0.661,0.212,No,0.110,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.826
1702,"Matchbox - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:40,0.172,US,0.481,0.606,No,0.322,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.386
1703,"Blue Suede Shoes - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:14,0.338,US,0.535,0.480,No,0.504,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.457
1704,"You Can't Have Your Kate and Edith, Too - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:23,0.100,US,0.624,0.526,No,0.427,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.428
1705,"Flowers On the Wall - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:20,0.584,US,0.675,0.563,No,0.667,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.172
1706,"How Great Thou Art - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,3:22,0.261,US,0.484,0.334,No,0.353,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.040
1707,"Announcements and Johnny Cash Intro from Hugh Cherry - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:37,0.800,US,0.576,0.289,No,0.566,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.917
1708,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:39,0.204,US,0.734,0.545,No,0.777,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.082
1709,"Busted - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,1:21,0.610,US,0.561,0.445,No,0.644,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.429
1710,"Dark as a Dungeon - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:51,0.857,US,0.529,0.227,No,0.844,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.106
1711,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:50,0.768,US,0.702,0.527,No,0.596,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.358
1712,"Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,3:49,0.201,US,0.621,0.642,No,0.767,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.387
1713,"The Legend of John Henry's Hammer - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,6:51,0.473,US,0.643,0.452,No,0.505,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.505
1714,"Give My Love to Rose - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,2:42,0.288,US,0.629,0.289,No,0.292,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.115
1715,"Dirty Old Egg-Sucking Dog - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison (Legacy Edition),My Saved Tracks,4:38,0.917,US,0.518,0.320,No,0.334,"country, rockabilly, folk, country gospel, americana, blues, outlaw country, gospel, rock and roll",0,0.756
